transaction_id,merchant_id,customer_id,business_category,currency_code,reference_token,gross_amount,fee_amount,net_amount,transaction_status,tax_amount,calculated_net,final_status,fee_percentage,currency_region,commerce_type,net_amount_mismatch_flag,fee_exceeds_amount_flag,dbt_loaded_at
A435750,B355578,C010407,B2B,USD,REF-10617870,6.58,0.1,6.47,Settled,0.66,6.48,Completed,1.52,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A434757,B872928,C571327,B2B,USD,REF-65961645,11.68,0.11,11.54,Settled,1.17,11.57,Completed,0.94,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A864381,B410849,C235836,B2B,USD,REF-73418718,15.37,0.17,15.23,Settled,1.54,15.2,Completed,1.11,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A772022,B261378,C252445,B2B,USD,REF-47345060,21.99,0.51,21.48,Settled,2.2,21.48,Completed,2.32,North America,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A159632,B917795,C343074,MARKETPLACE,USD,REF-11606205,5.05,0.35,4.72,Settled,0.51,4.7,Completed,6.93,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A788929,B171213,C807315,ONLINE,USD,REF-12739943,3.5,0,3.5,Settled,0.35,3.5,Completed,0,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A262307,B027566,C753157,ONLINE,USD,REF-37136797,7.65,0,7.65,Settled,0.77,7.65,Completed,0,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A197672,B695394,C266818,ONLINE,USD,REF-08950714,13.3,0.28,13.07,Settled,1.33,13.02,Completed,2.11,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A176756,B783890,C343878,RETAIL,USD,REF-07652756,16.66,0,16.64,Settled,1.67,16.66,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A031937,B044908,C809839,RETAIL,USD,REF-04209970,10.94,0,10.94,Settled,1.09,10.94,Completed,0,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A852749,B860471,C353262,RETAIL,USD,REF-65823352,12,0.24,11.63,Settled,1.2,11.76,Completed,2,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A743451,B926868,C460149,RETAIL,USD,REF-17335614,1.79,0.32,1.43,Settled,0.18,1.47,Completed,17.88,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A691919,B620304,C269686,RETAIL,USD,REF-14605566,16.04,0.35,15.62,Settled,1.6,15.69,Completed,2.18,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A368993,B483602,C319223,SUBSCRIPTION,USD,REF-82176261,2.41,0.03,2.35,Settled,0.24,2.38,Completed,1.24,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A026464,B864173,C973906,SUBSCRIPTION,USD,REF-62742093,3.56,0.12,3.44,Settled,0.36,3.44,Completed,3.37,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A136073,B200471,C355088,SUBSCRIPTION,USD,REF-21376158,7.17,0.16,7.06,Settled,0.72,7.01,Completed,2.23,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A407953,B989316,C672945,SUBSCRIPTION,USD,REF-76246200,17.32,0.48,16.89,Settled,1.73,16.84,Completed,2.77,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A693773,B938796,C955654,WHOLESALE,USD,REF-30512406,2.2,0,2.1900000000000004,Settled,0.22,2.2,Completed,0,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A881396,B639963,C260723,WHOLESALE,USD,REF-07693078,1.87,0.09,1.79,Settled,0.19,1.78,Completed,4.81,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A515310,B707356,C242621,WHOLESALE,USD,REF-16677383,6.64,0.11,6.49,Settled,0.66,6.53,Completed,1.66,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A680798,B519432,C699232,B2B,USD,REF-57141909,4.4,0.06,4.31,Settled,0.44,4.34,Completed,1.36,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A447053,B848049,C560288,B2B,USD,REF-68029592,3.6,0.08,3.6,Settled,0.36,3.52,Completed,2.22,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A398441,B703497,C135454,B2B,USD,REF-89824135,3.48,0.11,3.36,Settled,0.35,3.37,Completed,3.16,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A220530,B018938,C596989,B2B,USD,REF-86157934,6.33,0.16,6.09,Settled,0.63,6.17,Completed,2.53,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A712699,B121238,C581744,MARKETPLACE,USD,REF-44301247,3.84,0,3.84,Settled,0.38,3.84,Completed,0,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A254251,B562963,C255675,MARKETPLACE,USD,REF-13286427,12.11,0,12.04,Settled,1.21,12.11,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A104780,B914504,C744344,MARKETPLACE,USD,REF-59929384,6.9,0.07,6.87,Settled,0.69,6.83,Completed,1.01,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A478714,B236081,C565363,MARKETPLACE,USD,REF-41537692,8.11,0.39,7.69,Settled,0.81,7.72,Completed,4.81,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A920625,B646045,C064535,MARKETPLACE,USD,REF-83652683,30.81,0.81,30.02,Settled,3.08,30,Completed,2.63,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A831067,B378155,C815140,ONLINE,USD,REF-75382023,7.3,0,7.29,Settled,0.73,7.3,Completed,0,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A268384,B398161,C089324,ONLINE,USD,REF-15213077,5.62,0.07,5.62,Settled,0.56,5.55,Completed,1.25,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A182880,B584983,C551503,ONLINE,USD,REF-96959974,5.16,0.08,5.15,Settled,0.52,5.08,Completed,1.55,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A110702,B199670,C417299,ONLINE,USD,REF-97729157,9.25,0.09,9.19,Settled,0.93,9.16,Completed,0.97,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A654260,B660605,C006812,ONLINE,USD,REF-04531939,4.31,0.11,4.24,Settled,0.43,4.2,Completed,2.55,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A763238,B706514,C919707,ONLINE,USD,REF-04041224,9.84,0.41,9.48,Settled,0.98,9.43,Completed,4.17,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A633112,B214734,C476812,RETAIL,USD,REF-22702330,4,0.19,3.79,Settled,0.4,3.81,Completed,4.75,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A926287,B201860,C967284,RETAIL,USD,REF-50952835,14.16,0.19,13.97,Settled,1.42,13.97,Completed,1.34,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A589119,B392194,C315953,RETAIL,USD,REF-60882842,6.72,0.31,6.43,Settled,0.67,6.41,Completed,4.61,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A010852,B938924,C297960,RETAIL,USD,REF-96046106,17.77,0.46,17.25,Settled,1.78,17.31,Completed,2.59,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A044855,B291999,C116356,SUBSCRIPTION,USD,REF-27569134,7,0,6.96,Settled,0.7,7,Completed,0,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A212170,B271327,C432704,SUBSCRIPTION,USD,REF-82823235,3.23,0.01,3.2,Settled,0.32,3.22,Completed,0.31,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A635608,B619349,C699831,SUBSCRIPTION,USD,REF-70377772,2.93,0.01,2.85,Settled,0.29,2.92,Completed,0.34,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A723808,B694587,C752614,SUBSCRIPTION,USD,REF-73788449,41.87,0.03,41.82,Settled,4.19,41.84,Completed,0.07,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A781683,B827831,C988159,SUBSCRIPTION,USD,REF-62840153,4.55,0.06,4.49,Settled,0.46,4.49,Completed,1.32,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A198378,B672494,C555937,SUBSCRIPTION,USD,REF-13455193,1.41,0.11,1.24,Settled,0.14,1.3,Completed,7.8,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A617566,B241719,C805904,SUBSCRIPTION,USD,REF-98890845,12.46,0.16,12.32,Settled,1.25,12.3,Completed,1.28,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A199594,B253474,C922205,SUBSCRIPTION,USD,REF-47562813,25.26,0.53,24.74,Settled,2.53,24.73,Completed,2.1,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A868265,B241030,C858690,WHOLESALE,USD,REF-34911438,3.91,0.08,3.77,Settled,0.39,3.83,Completed,2.05,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A955020,B619591,C489577,WHOLESALE,USD,REF-35020922,19.22,0.27,18.97,Settled,1.92,18.95,Completed,1.4,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A308519,B684378,C115839,WHOLESALE,USD,REF-18216392,7.66,0.29,7.34,Settled,0.77,7.37,Completed,3.79,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A093310,B009147,C322724,WHOLESALE,USD,REF-89884263,16.6,0.3,16.22,Settled,1.66,16.3,Completed,1.81,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A189585,B138787,C822952,WHOLESALE,USD,REF-10076933,8.3,0.31,8.03,Settled,0.83,7.99,Completed,3.73,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A214008,B887673,C814640,B2B,USD,REF-47768999,5.92,0.02,5.88,Settled,0.59,5.9,Completed,0.34,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A288863,B657785,C824599,B2B,USD,REF-00552582,7.92,0.14,7.8,Settled,0.79,7.78,Completed,1.77,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A263494,B056392,C940194,B2B,USD,REF-75024486,12.44,0.24,12.23,Settled,1.24,12.2,Completed,1.93,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A747532,B338835,C055434,B2B,USD,REF-68385217,8.43,0.28,8.24,Settled,0.84,8.15,Completed,3.32,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A822798,B986220,C330153,B2B,USD,REF-68923097,11.76,0.37,11.46,Settled,1.18,11.39,Completed,3.15,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A305196,B566137,C656513,MARKETPLACE,USD,REF-79851140,4.8,0,4.77,Settled,0.48,4.8,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A927192,B874874,C735891,MARKETPLACE,USD,REF-65303543,4.34,0,4.32,Settled,0.43,4.34,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A079618,B551877,C215178,MARKETPLACE,USD,REF-54839349,2.81,0.06,2.76,Settled,0.28,2.75,Completed,2.14,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A750666,B793164,C479921,MARKETPLACE,USD,REF-32825025,8.11,0.19,7.99,Settled,0.81,7.92,Completed,2.34,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A126152,B778596,C681812,MARKETPLACE,USD,REF-48745761,21.36,0.47,20.75,Settled,2.14,20.89,Completed,2.2,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A145011,B804866,C294377,MARKETPLACE,USD,REF-33710719,46.02,1.25,44.74,Settled,4.6,44.77,Completed,2.72,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A667762,B702297,C263419,ONLINE,USD,REF-71752890,4.03,0,3.91,Settled,0.4,4.03,Completed,0,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A166292,B309532,C086604,ONLINE,USD,REF-81471482,3.02,0.02,2.93,Settled,0.3,3,Completed,0.66,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A019890,B372494,C368436,ONLINE,USD,REF-63967056,1.38,0.04,1.3,Settled,0.14,1.34,Completed,2.9,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A566401,B763871,C803765,ONLINE,USD,REF-04656247,3.12,0.05,3.1,Settled,0.31,3.07,Completed,1.6,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A366574,B301994,C070413,ONLINE,USD,REF-95627395,5.88,0.07,5.8,Settled,0.59,5.81,Completed,1.19,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A347835,B922146,C477789,ONLINE,USD,REF-19696887,24.38,0.25,24.21,Settled,2.44,24.13,Completed,1.03,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A222977,B878743,C971287,RETAIL,USD,REF-32158061,4.63,0,4.63,Settled,0.46,4.63,Completed,0,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A150494,B161487,C270503,RETAIL,USD,REF-25215563,2.87,0,2.82,Settled,0.29,2.87,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A789734,B449006,C909446,RETAIL,USD,REF-26356897,3.74,0.04,3.65,Settled,0.37,3.7,Completed,1.07,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A958864,B971566,C944582,RETAIL,USD,REF-19511746,3.6,0.1,3.51,Settled,0.36,3.5,Completed,2.78,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A297716,B655164,C000916,RETAIL,USD,REF-54350921,4.19,0.22,3.91,Settled,0.42,3.97,Completed,5.25,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A921585,B873919,C654886,RETAIL,USD,REF-21882372,19.36,0.58,18.84,Settled,1.94,18.78,Completed,3,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A056377,B999121,C501070,SUBSCRIPTION,USD,REF-85558487,1.85,0,1.81,Settled,0.19,1.85,Completed,0,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A434412,B369106,C249501,SUBSCRIPTION,USD,REF-16627575,7.14,0.28,6.8,Settled,0.71,6.86,Completed,3.92,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A767596,B829621,C526115,WHOLESALE,USD,REF-27516338,4.86,0,4.84,Settled,0.49,4.86,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A458032,B224490,C410134,WHOLESALE,USD,REF-59113009,2.88,0.01,2.86,Settled,0.29,2.87,Completed,0.35,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A483930,B702366,C418432,B2B,USD,REF-41884147,27.18,0,27.17,Settled,2.72,27.18,Completed,0,North America,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A085186,B402354,C969900,B2B,USD,REF-15039446,6.94,0,6.93,Settled,0.69,6.94,Completed,0,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A303868,B559918,C565889,B2B,USD,REF-08991384,4,0.22,3.83,Settled,0.4,3.78,Completed,5.5,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A081052,B302431,C539343,B2B,USD,REF-86824346,26.38,0.38,25.88,Settled,2.64,26,Completed,1.44,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A319241,B625437,C578236,B2B,USD,REF-27625493,31.09,0.41,30.6,Settled,3.11,30.68,Completed,1.32,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A495042,B190827,C564016,MARKETPLACE,USD,REF-45173131,6.2,0.34,5.91,Settled,0.62,5.86,Completed,5.48,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A692393,B086510,C409651,MARKETPLACE,USD,REF-15706749,23.79,0.77,23.01,Settled,2.38,23.02,Completed,3.24,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A055966,B867504,C862382,ONLINE,USD,REF-86893284,2.85,0,2.85,Settled,0.29,2.85,Completed,0,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A110457,B515717,C680530,ONLINE,USD,REF-09680066,1.03,0.06,0.99,Settled,0.1,0.97,Completed,5.83,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A481805,B311038,C078830,ONLINE,USD,REF-56303070,3.58,0.16,3.36,Settled,0.36,3.42,Completed,4.47,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A173006,B371155,C727619,ONLINE,USD,REF-68427245,11.18,0.25,10.95,Settled,1.12,10.93,Completed,2.24,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A365619,B797010,C266639,ONLINE,USD,REF-37976116,10.34,0.28,10.1,Settled,1.03,10.06,Completed,2.71,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A290923,B694986,C727649,ONLINE,USD,REF-70763619,9.31,0.35,8.98,Settled,0.93,8.96,Completed,3.76,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A794026,B189240,C357333,ONLINE,USD,REF-54762407,15.79,0.59,15.24,Settled,1.58,15.2,Completed,3.74,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A717169,B083924,C989594,RETAIL,USD,REF-16201391,4.15,0,4.12,Settled,0.42,4.15,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A200541,B436736,C912300,RETAIL,USD,REF-52826471,4.27,0.03,4.25,Settled,0.43,4.24,Completed,0.7,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A499799,B649920,C378600,RETAIL,USD,REF-28226249,11.18,0.06,11.1,Settled,1.12,11.12,Completed,0.54,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A693237,B699071,C219916,RETAIL,USD,REF-21510453,3.64,0.2,3.4,Settled,0.36,3.44,Completed,5.49,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A632812,B273011,C426701,RETAIL,USD,REF-20124604,8.11,0.32,7.74,Settled,0.81,7.79,Completed,3.95,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A897447,B728719,C173643,SUBSCRIPTION,USD,REF-90067609,3.66,0,3.6100000000000003,Settled,0.37,3.66,Completed,0,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A937957,B258646,C053828,SUBSCRIPTION,USD,REF-89272475,5.18,0.12,5.07,Settled,0.52,5.06,Completed,2.32,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A916869,B808668,C700195,WHOLESALE,USD,REF-28407801,15.5,0,15.49,Settled,1.55,15.5,Completed,0,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A351258,B244239,C167503,WHOLESALE,USD,REF-52581895,3.14,0,3.14,Settled,0.31,3.14,Completed,0,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A648777,B955954,C188473,WHOLESALE,USD,REF-85652775,9.36,0,9.35,Settled,0.94,9.36,Completed,0,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A391720,B264731,C757345,B2B,USD,REF-58521951,15.77,0.25,15.63,Settled,1.58,15.52,Completed,1.59,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A182198,B293740,C118510,B2B,USD,REF-59180016,15.75,0.51,15.23,Settled,1.58,15.24,Completed,3.24,North America,Business Services,false,false,2026-02-25 17:55:51.437438 UTC
A814342,B511680,C909616,MARKETPLACE,USD,REF-00114136,3.66,0,3.6300000000000003,Settled,0.37,3.66,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A981129,B664589,C831337,MARKETPLACE,USD,REF-13355156,6.76,0.16,6.57,Settled,0.68,6.6,Completed,2.37,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A587860,B622330,C870106,MARKETPLACE,USD,REF-26012104,8.05,0.19,7.92,Settled,0.81,7.86,Completed,2.36,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A625927,B875821,C023108,MARKETPLACE,USD,REF-66339746,11.27,0.34,10.98,Settled,1.13,10.93,Completed,3.02,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A566361,B471952,C877374,MARKETPLACE,USD,REF-47638924,14.61,0.45,14.18,Settled,1.46,14.16,Completed,3.08,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A389385,B807017,C050918,MARKETPLACE,USD,REF-26104832,28.16,0.6,27.61,Settled,2.82,27.56,Completed,2.13,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A089923,B552038,C886714,ONLINE,USD,REF-57823087,3.79,0,3.77,Settled,0.38,3.79,Completed,0,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A580438,B835514,C976354,ONLINE,USD,REF-99747967,7.07,0.09,7,Settled,0.71,6.98,Completed,1.27,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A046299,B035020,C864922,ONLINE,USD,REF-70252618,3.1,0.16,2.85,Settled,0.31,2.94,Completed,5.16,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A389976,B927234,C337732,ONLINE,USD,REF-59687180,15.76,0.48,15.29,Settled,1.58,15.28,Completed,3.05,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A603152,B214617,C879821,ONLINE,USD,REF-96697729,23.82,0.73,23.15,Settled,2.38,23.09,Completed,3.06,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A413560,B913889,C476420,RETAIL,USD,REF-71143534,8.67,0,8.61,Settled,0.87,8.67,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A962062,B820747,C685616,RETAIL,USD,REF-22790383,2.48,0,2.43,Settled,0.25,2.48,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A563477,B859757,C921633,RETAIL,USD,REF-54426943,10.15,0.11,10.14,Settled,1.02,10.04,Completed,1.08,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A510529,B939771,C297285,RETAIL,USD,REF-81299374,8.04,0.13,7.93,Settled,0.8,7.91,Completed,1.62,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A361231,B792116,C750459,RETAIL,USD,REF-47035102,11.7,0.13,11.63,Settled,1.17,11.57,Completed,1.11,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A707111,B705824,C191572,RETAIL,USD,REF-20269294,5.77,0.15,5.61,Settled,0.58,5.62,Completed,2.6,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A766804,B922181,C973147,RETAIL,USD,REF-27725001,11.29,0.18,11.11,Settled,1.13,11.11,Completed,1.59,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A726200,B417225,C108939,RETAIL,USD,REF-57862683,20.56,0.36,20.22,Settled,2.06,20.2,Completed,1.75,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A054767,B554604,C903164,SUBSCRIPTION,USD,REF-82278927,14.35,0,14.29,Settled,1.44,14.35,Completed,0,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A728763,B271450,C422592,SUBSCRIPTION,USD,REF-70711631,9.69,0,9.6399999999999988,Settled,0.97,9.69,Completed,0,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A897580,B989073,C027586,SUBSCRIPTION,USD,REF-81663270,4.67,0.04,4.63,Settled,0.47,4.63,Completed,0.86,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A497614,B614512,C988238,WHOLESALE,USD,REF-05990018,12.92,0,12.9,Settled,1.29,12.92,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A422551,B655324,C354370,WHOLESALE,USD,REF-87913743,4.41,0,4.37,Settled,0.44,4.41,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A487484,B451990,C416747,WHOLESALE,USD,REF-46808982,7.64,0.23,7.4,Settled,0.76,7.41,Completed,3.01,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A303466,B495474,C687418,WHOLESALE,USD,REF-40294071,21.93,0.27,21.61,Settled,2.19,21.66,Completed,1.23,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A344438,B719535,C097451,WHOLESALE,USD,REF-02926425,7.88,0.36,7.51,Settled,0.79,7.52,Completed,4.57,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A999931,B826496,C323606,B2B,USD,REF-53141787,2.58,0.1,2.52,Settled,0.26,2.48,Completed,3.88,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A159881,B888082,C163856,B2B,USD,REF-97992041,1.76,0.12,1.68,Settled,0.18,1.64,Completed,6.82,North America,Business Services,true,false,2026-02-25 17:55:51.437438 UTC
A757545,B146966,C164005,MARKETPLACE,USD,REF-14191858,3.08,0,3.02,Settled,0.31,3.08,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A159432,B648199,C772393,MARKETPLACE,USD,REF-68394671,2.17,0,2.15,Settled,0.22,2.17,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A771859,B528313,C979863,MARKETPLACE,USD,REF-05409623,5.38,0,5.33,Settled,0.54,5.38,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A373843,B489515,C211447,MARKETPLACE,USD,REF-97184391,10.51,0.25,10.24,Settled,1.05,10.26,Completed,2.38,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A997358,B543077,C396408,MARKETPLACE,USD,REF-24899578,15.85,0.41,15.43,Settled,1.58,15.44,Completed,2.59,North America,Physical Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A443735,B959676,C778320,ONLINE,USD,REF-32513148,5.92,0,5.92,Settled,0.59,5.92,Completed,0,North America,Digital Commerce,false,false,2026-02-25 17:55:51.437438 UTC
A694393,B320453,C289106,ONLINE,USD,REF-30408888,6.54,0.06,6.51,Settled,0.65,6.48,Completed,0.92,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A451273,B233291,C397697,ONLINE,USD,REF-64527742,4.06,0.09,3.89,Settled,0.41,3.97,Completed,2.22,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A582078,B630858,C214984,ONLINE,USD,REF-39942833,5.42,0.11,5.37,Settled,0.54,5.31,Completed,2.03,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A940591,B322540,C220285,RETAIL,USD,REF-18084240,1.86,0,1.82,Settled,0.19,1.86,Completed,0,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A532716,B306319,C875884,RETAIL,USD,REF-82063998,2.93,0.32,2.6,Settled,0.29,2.61,Completed,10.92,North America,Physical Commerce,true,false,2026-02-25 17:55:51.437438 UTC
A403804,B782132,C607564,SUBSCRIPTION,USD,REF-03511093,5.47,0,5.4399999999999995,Settled,0.55,5.47,Completed,0,North America,Digital Commerce,true,false,2026-02-25 17:55:51.437438 UTC
