ID1,ID2,ID3,String1,String2,String3,Float1,Float2,Float3,Status
A084923,B502404,C561902,Subscription,EUR,REF-41685884,6.58,0.0,6.57,Settled
A650470,B399533,C671558,Wholesale,EUR,REF-27128652,5.7,0.02,5.65,Pending
A200057,B535123,C780906,B2B,EUR,REF-99853165,6.13,0.12,5.95,Cancelled
A171034,B560378,C383253,Marketplace,GBP,REF-38216268,6.53,0.01,6.510000000000001,Settled
A968448,B110758,C169863,Retail,EUR,REF-39312607,19.5,0.03,19.48,Pending
A904617,B595564,C877521,Subscription,EUR,REF-60877660,6.55,0.0,6.53,Failed
A997358,B543077,C396408,Marketplace,USD,REF-24899578,15.85,0.41,15.43,Settled
A009063,B924149,C433797,Retail,EUR,REF-33750189,14.11,0.26,13.85,Settled
A971945,B489124,C531667,Online,EUR,REF-20737908,11.34,0.35,11.07,In Review
A003755,B421932,C129097,Retail,EUR,REF-72125576,1.59,0.32,1.29,Settled
A923282,B170982,C771490,Retail,EUR,REF-11891614,16.25,0.33,15.87,Settled
A131129,B130936,C917478,Marketplace,USD,REF-66191847,4.61,0.03,4.56,Settled
A145344,B621724,C197691,Wholesale,USD,REF-36492732,11.79,0.51,11.23,Pending
A043404,B409632,C684077,Wholesale,SEK,REF-10713460,3.06,0.0,2.96,Settled
A789623,B511436,C705678,Marketplace,GBP,REF-96809282,2.58,0.0,2.52,In Review
A802973,B272144,C364245,Wholesale,NOK,REF-34205613,32.33,0.7,31.64,Pending
A212463,B141167,C276061,Wholesale,GBP,REF-32450437,3.09,0.17,2.98,Settled
A801780,B967782,C454460,Marketplace,NOK,REF-08042090,16.64,0.47,16.21,Settled
A257353,B628207,C198569,B2B,EUR,REF-91955397,7.31,0.0,7.25,Cancelled
A866857,B552524,C425041,Subscription,EUR,REF-90791094,4.75,0.0,4.71,Failed
A491019,B469667,C399040,Marketplace,EUR,REF-10718822,6.42,0.0,6.37,Pending
A572226,B040915,C447198,Wholesale,USD,REF-28563026,2.35,0.0,2.22,Settled
A802975,B905455,C196762,B2B,PLN,REF-14643201,6.58,0.37,6.2,Settled
A474638,B616319,C951776,Subscription,USD,REF-70354853,2.8,0.0,2.79,Pending
A443161,B538615,C436349,Subscription,SEK,REF-16308775,4.85,0.34,4.49,Settled
A582143,B971460,C538240,Online,EUR,REF-39357662,13.94,0.0,13.88,Failed
A225207,B243648,C542276,Retail,USD,REF-54949852,8.15,0.23,7.88,Cancelled
A453946,B200281,C396193,Subscription,USD,REF-95560161,2.03,0.09,1.93,In Review
A909548,B740871,C371383,B2B,EUR,REF-99188421,13.14,0.15,13.03,Settled
A641462,B894767,C191417,Retail,GBP,REF-42456561,6.61,0.13,6.47,Settled
A285878,B423849,C940489,Retail,USD,REF-20403379,4.31,0.21,4.13,Pending
A919487,B161981,C767073,Marketplace,EUR,REF-57457436,12.09,0.35,11.74,Settled
A772991,B834657,C674042,Marketplace,EUR,REF-33380812,5.82,0.0,5.800000000000001,Pending
A974942,B161366,C628425,Subscription,USD,REF-44773405,2.62,0.14,2.43,Settled
A765179,B450497,C403705,Online,GBP,REF-85334704,29.17,0.68,28.46,Settled
A017177,B401541,C655573,Retail,EUR,REF-42374385,6.56,0.0,6.5,Settled
A090684,B210815,C946739,Marketplace,GBP,REF-53120926,6.23,0.25,6.02,Pending
A001539,B950953,C105468,Subscription,EUR,REF-55650753,4.81,0.19,4.6,Reversed
A445541,B498467,C317704,Retail,EUR,REF-34483491,17.1,0.4,16.51,Settled
A460283,B613409,C167151,Online,EUR,REF-89624019,4.37,0.0,4.36,Settled
A131758,B103322,C639339,Marketplace,USD,REF-42271346,1.93,0.0,1.91,Settled
A097375,B831272,C303782,Marketplace,EUR,REF-59986864,3.86,0.0,3.82,In Review
A723621,B394392,C470309,Subscription,USD,REF-73507554,19.23,0.25,19.0,Settled
A716511,B119715,C064204,Retail,NOK,REF-82349463,12.94,0.37,12.56,Settled
A742460,B565587,C872619,Retail,NOK,REF-36237534,5.42,0.0,5.32,Pending
A610911,B595018,C947722,Online,EUR,REF-03492249,19.95,0.36,19.69,Settled
A301529,B617303,C438534,B2B,GBP,REF-66232306,12.1,0.24,11.85,Settled
A565287,B785283,C570383,B2B,NOK,REF-10064511,5.37,0.02,5.36,Cancelled
A681606,B376271,C039548,B2B,USD,REF-80091891,5.82,0.09,5.71,Pending
A747781,B329528,C804286,Wholesale,EUR,REF-99566442,8.66,0.32,8.32,Settled
A415707,B156433,C307849,Wholesale,EUR,REF-05687848,3.42,0.0,3.42,Pending
A194424,B970095,C386203,Wholesale,EUR,REF-02196161,6.68,0.12,6.5,Pending
A560854,B320143,C315785,B2B,PLN,REF-74986704,8.51,0.14,8.45,Settled
A878694,B957313,C532227,B2B,EUR,REF-70693394,1.73,0.0,1.71,In Review
A685507,B508911,C394929,Retail,EUR,REF-94429135,5.72,0.01,5.72,Settled
A703950,B947902,C752803,B2B,GBP,REF-12842669,5.22,0.07,5.14,Settled
A839194,B546174,C730731,Online,PLN,REF-08038447,15.14,0.57,14.53,Settled
A667625,B942886,C311225,Online,EUR,REF-36849477,1.52,0.03,1.52,Settled
A493147,B841112,C708124,Subscription,USD,REF-08171777,4.9,0.13,4.8,Pending
A668860,B058753,C809328,Online,EUR,REF-90313930,4.52,0.06,4.45,Settled
A702080,B053149,C108385,Marketplace,EUR,REF-61544876,14.34,0.51,13.77,Failed
A445253,B152577,C166520,Subscription,USD,REF-67022129,6.42,0.1,6.24,Settled
A277534,B536285,C056523,B2B,GBP,REF-67643514,27.99,0.72,27.26,Pending
A382923,B157172,C953142,Marketplace,EUR,REF-51764760,11.3,0.42,10.87,Settled
A466896,B185267,C189479,Marketplace,EUR,REF-46227496,4.79,0.0,4.75,In Review
A669980,B232853,C874700,Subscription,SEK,REF-21736851,8.06,0.22,7.88,Failed
A087321,B883394,C449426,Marketplace,NOK,REF-93556836,5.01,0.37,4.64,Settled
A673060,B303413,C315271,Subscription,USD,REF-55096852,13.23,0.0,13.22,Settled
A482376,B685614,C575487,Online,EUR,REF-12663546,2.29,0.24,2.0,Settled
A101074,B359617,C984268,B2B,EUR,REF-16724277,3.44,0.02,3.43,Settled
A372008,B270618,C459805,Marketplace,EUR,REF-11849355,9.58,0.25,9.32,Pending
A750845,B137040,C063663,Wholesale,EUR,REF-89678544,17.73,0.37,17.39,Settled
A921124,B581114,C812019,Marketplace,USD,REF-01028730,1.14,0.11,1.1,Settled
A801543,B554552,C736482,Online,EUR,REF-92698416,19.97,0.19,19.76,Settled
A262260,B865755,C507826,Wholesale,EUR,REF-82205854,5.95,0.06,5.84,Settled
A567455,B844549,C302919,B2B,GBP,REF-13921667,1.47,0.0,1.45,Settled
A994737,B145579,C739874,Wholesale,EUR,REF-09015577,1.0,0.01,1.0,Failed
A490193,B562618,C907305,Online,EUR,REF-92943536,1.96,0.0,1.94,Cancelled
A210517,B317443,C988577,Subscription,USD,REF-60338724,6.55,0.19,6.42,Settled
A513006,B610961,C256536,Online,EUR,REF-91964442,6.31,0.0,6.29,Pending
A598794,B478028,C656609,Retail,USD,REF-92961015,11.04,0.29,10.77,Reversed
A223480,B361577,C513474,Retail,EUR,REF-01088283,4.29,0.24,4.02,Settled
A327300,B248881,C618337,Retail,EUR,REF-05265775,2.74,0.16,2.58,Reversed
A976156,B484876,C108774,Subscription,USD,REF-79303017,4.78,0.06,4.7,Reversed
A900261,B133424,C764539,Marketplace,USD,REF-11737690,6.83,0.58,6.21,Pending
A875799,B478693,C572531,Subscription,EUR,REF-82542852,8.0,0.0,7.97,Settled
A482535,B190974,C504648,Subscription,PLN,REF-87104223,3.54,0.01,3.5,Settled
A845951,B186620,C336644,Marketplace,SEK,REF-48749236,13.68,0.17,13.54,Settled
A263366,B331796,C917418,Retail,USD,REF-27755529,4.05,0.05,3.98,Failed
A312641,B787311,C826128,Retail,EUR,REF-99117156,3.32,0.29,2.95,Pending
A169110,B759748,C632952,Marketplace,EUR,REF-42233390,4.31,0.05,4.3,Pending
A693275,B936783,C645471,Marketplace,SEK,REF-24055212,15.72,0.0,15.700000000000001,Reversed
A747170,B982885,C900941,Subscription,EUR,REF-58026302,5.98,0.22,5.87,Settled
A630738,B205040,C734837,Retail,EUR,REF-33688552,3.82,0.12,3.7,Settled
A892851,B215395,C487158,Wholesale,EUR,REF-71654464,13.95,0.53,13.43,Settled
A206190,B950275,C394598,B2B,EUR,REF-98583256,36.93,0.19,36.76,Pending
A766764,B813309,C230291,Wholesale,EUR,REF-18395936,7.87,0.03,7.87,Settled
A978939,B648858,C708999,Subscription,EUR,REF-24967001,17.85,0.0,17.84,Settled
A518732,B445765,C841778,B2B,GBP,REF-87374692,15.24,0.38,14.88,Settled
A508206,B253014,C216603,Online,EUR,REF-83766865,4.1,0.07,4.02,Settled
A920662,B117457,C180137,Online,GBP,REF-14521586,6.79,0.21,6.62,In Review
A131119,B904538,C494720,Marketplace,EUR,REF-09059664,2.38,0.0,2.38,Settled
A511752,B598073,C962518,Marketplace,EUR,REF-29956344,5.65,0.19,5.39,In Review
A518534,B049473,C542034,Online,PLN,REF-47727472,4.03,0.09,3.87,Pending
A221361,B391179,C915396,Wholesale,USD,REF-70720486,4.82,0.0,4.8,Cancelled
A101944,B757671,C322082,Retail,USD,REF-72080061,3.65,0.13,3.53,Failed
A233340,B307298,C381047,Wholesale,EUR,REF-36728946,5.29,0.02,5.25,Settled
A780565,B922336,C438214,Subscription,USD,REF-45250674,10.18,0.23,9.95,Settled
A641269,B371427,C863812,Marketplace,GBP,REF-70842899,6.05,0.23,5.82,Settled
A797633,B816857,C875379,Subscription,NOK,REF-21754246,1.5,0.09,1.38,Settled
A814342,B511680,C909616,Marketplace,USD,REF-00114136,3.66,0.0,3.6300000000000003,Settled
A824655,B808475,C480548,B2B,EUR,REF-71233402,1.97,0.0,1.96,Failed
A698622,B498863,C377288,Retail,PLN,REF-63481960,8.09,0.0,8.05,Pending
A075985,B668557,C771672,Online,EUR,REF-11409113,9.95,0.16,9.74,Settled
A122962,B396146,C889247,Subscription,EUR,REF-60076556,8.17,0.15,8.0,Settled
A135343,B215256,C526876,Retail,GBP,REF-37329536,3.54,0.19,3.31,Failed
A462057,B107956,C669701,Retail,EUR,REF-90992872,8.1,0.34,7.75,Settled
A104008,B475920,C016002,Online,EUR,REF-72219210,4.57,0.0,4.57,Settled
A064456,B517164,C315843,Marketplace,EUR,REF-48068666,2.68,0.12,2.53,Failed
A649555,B659536,C797530,Subscription,EUR,REF-98064843,12.04,0.38,11.73,Settled
A920343,B898573,C463777,Subscription,PLN,REF-70054814,12.8,0.24,12.61,Settled
A287973,B986547,C972093,Subscription,GBP,REF-21236204,14.21,0.5,13.7,Settled
A103228,B395821,C918386,Subscription,GBP,REF-62038839,4.09,0.0,4.04,Settled
A153948,B065583,C893823,Marketplace,SEK,REF-63594129,17.09,0.23,16.86,Settled
A911820,B541786,C639007,Wholesale,EUR,REF-80216729,4.48,0.0,4.47,Pending
A980186,B897200,C828339,Wholesale,GBP,REF-06417278,11.22,0.18,11.04,Pending
A357837,B634386,C648018,Wholesale,EUR,REF-90336993,4.42,0.0,4.4,In Review
A485031,B539383,C412759,Subscription,GBP,REF-26697699,5.56,0.0,5.51,Settled
A584730,B428578,C726604,Wholesale,USD,REF-51053950,1.0,0.02,0.98,Settled
A498384,B922057,C445669,Marketplace,NOK,REF-09648685,5.22,0.06,5.15,Pending
A704831,B795009,C746904,B2B,GBP,REF-16409806,7.15,0.05,7.09,Settled
A577018,B846780,C462066,Wholesale,EUR,REF-83070537,4.79,0.07,4.73,Settled
A833789,B033825,C336769,Wholesale,USD,REF-74506501,27.11,0.71,26.39,Settled
A497715,B280235,C422629,Online,EUR,REF-41806710,2.62,0.0,2.6100000000000003,Settled
A713374,B117529,C849858,Marketplace,USD,REF-07743768,4.24,0.0,4.22,Pending
A254704,B548844,C435938,Marketplace,EUR,REF-89142614,3.22,0.0,3.22,Pending
A504123,B027239,C587814,Subscription,USD,REF-17158849,4.24,0.08,4.12,Settled
A679638,B840201,C793137,Retail,GBP,REF-04021021,15.18,0.46,14.67,Reversed
A261658,B938380,C974129,Retail,EUR,REF-23766944,21.7,0.33,21.32,Failed
A585380,B825231,C800009,Subscription,EUR,REF-69834069,3.8,0.2,3.56,Settled
A200854,B097070,C554459,Subscription,EUR,REF-29577096,3.73,0.01,3.65,Pending
A842066,B509439,C301120,Online,EUR,REF-51440551,2.64,0.01,2.54,Settled
A680735,B810263,C194165,Marketplace,EUR,REF-11829959,18.91,0.79,18.15,Reversed
A402526,B410569,C593688,Retail,USD,REF-69351631,16.31,0.0,16.279999999999998,Settled
A399796,B095329,C069091,Wholesale,GBP,REF-96690922,6.11,0.03,6.11,Reversed
A773674,B755132,C817558,B2B,USD,REF-96677649,2.18,0.09,2.06,Pending
A722596,B438237,C687880,Wholesale,EUR,REF-90505731,2.34,0.35,1.9,Settled
A974137,B857433,C596285,Wholesale,USD,REF-97272283,7.62,0.0,7.61,Cancelled
A780299,B543728,C563085,B2B,SEK,REF-84220060,10.32,0.15,10.09,Reversed
A386577,B361829,C833443,Marketplace,EUR,REF-83071273,1.27,0.0,1.27,Pending
A250482,B788492,C868080,Wholesale,EUR,REF-75682597,5.14,0.0,5.1,Settled
A702098,B755983,C908875,Online,USD,REF-21066720,24.28,0.42,23.74,Pending
A024750,B156145,C850566,Marketplace,EUR,REF-18203705,5.59,0.21,5.45,Pending
A036108,B258683,C733031,Retail,EUR,REF-75935393,21.9,0.79,21.05,Settled
A499799,B649920,C378600,Retail,USD,REF-28226249,11.18,0.06,11.1,Settled
A911395,B928953,C839606,Wholesale,EUR,REF-95731803,2.79,0.18,2.61,In Review
A324323,B868473,C993207,Online,USD,REF-67077092,5.26,0.04,5.2,Failed
A713717,B164447,C792833,B2B,EUR,REF-34629270,6.0,0.22,5.8,Settled
A103140,B948629,C848498,Online,EUR,REF-52526748,3.1,0.26,2.81,Cancelled
A630433,B469970,C639278,Online,USD,REF-34935292,3.06,0.02,3.06,Settled
A430910,B983370,C071049,Marketplace,EUR,REF-22732791,22.2,0.38,21.84,Pending
A104932,B234040,C893273,Wholesale,EUR,REF-47789361,3.04,0.0,2.97,Settled
A389976,B927234,C337732,Online,USD,REF-59687180,15.76,0.48,15.29,Settled
A979107,B559536,C583022,Wholesale,USD,REF-69510602,4.69,0.24,4.39,Settled
A225400,B347806,C650177,Retail,PLN,REF-34971672,6.52,0.2,6.26,Settled
A907815,B342878,C827318,Subscription,PLN,REF-24777477,10.43,0.1,10.34,In Review
A328315,B196755,C044329,Marketplace,USD,REF-15235051,4.12,0.08,4.02,In Review
A301466,B992496,C064269,Wholesale,EUR,REF-15812209,10.48,0.33,10.17,Settled
A045639,B422171,C289021,Retail,EUR,REF-57962928,1.29,0.09,1.22,In Review
A066429,B648298,C475643,Marketplace,EUR,REF-28652424,9.46,0.29,9.09,In Review
A962747,B213313,C551852,Retail,EUR,REF-61439749,1.0,0.24,0.8,Settled
A404680,B319109,C144104,Retail,EUR,REF-64558748,5.55,0.0,5.55,Settled
A717622,B928066,C958049,B2B,GBP,REF-83246132,13.17,0.35,12.79,Settled
A031937,B044908,C809839,Retail,USD,REF-04209970,10.94,0.0,10.94,Settled
A182849,B459794,C869082,Marketplace,EUR,REF-89796387,2.35,0.16,2.23,Settled
A540374,B577298,C361161,Online,USD,REF-92754380,2.61,0.14,2.45,Settled
A565257,B309850,C035299,B2B,PLN,REF-45347586,3.83,0.58,3.36,Failed
A737386,B568827,C715011,Wholesale,EUR,REF-55756616,7.72,0.23,7.56,Pending
A657810,B920038,C792412,Wholesale,EUR,REF-91789218,1.31,0.05,1.26,Settled
A435750,B355578,C010407,B2B,USD,REF-10617870,6.58,0.1,6.47,Settled
A530303,B298829,C147455,Subscription,EUR,REF-96156139,8.53,0.13,8.39,In Review
A848645,B243962,C433664,Marketplace,EUR,REF-72312944,5.3,0.16,5.12,Settled
A605189,B496724,C921823,Marketplace,USD,REF-70993794,10.13,0.05,10.08,Settled
A891522,B885056,C110187,Subscription,USD,REF-28672664,7.96,0.0,7.93,Settled
A869257,B458574,C665104,B2B,PLN,REF-76660645,4.31,0.12,4.13,Failed
A972539,B671699,C911898,Marketplace,EUR,REF-94198751,1.41,0.03,1.39,Settled
A890557,B838459,C144458,Subscription,PLN,REF-88021283,7.4,0.3,7.15,Pending
A516806,B123313,C975211,B2B,EUR,REF-66780109,3.1,0.0,3.0900000000000003,Settled
A027458,B484805,C984419,Retail,EUR,REF-50371786,4.19,0.0,4.18,Settled
A545048,B998289,C474321,Retail,EUR,REF-38186060,9.76,0.22,9.57,Failed
A515001,B352103,C108329,Online,EUR,REF-18458296,20.67,0.55,20.19,Settled
A924883,B288016,C789543,Retail,PLN,REF-04059366,6.45,0.05,6.4,Pending
A457771,B124359,C197702,Online,EUR,REF-47247340,10.36,0.0,10.36,Pending
A765122,B165791,C342995,Subscription,EUR,REF-59186629,2.09,0.03,2.06,Reversed
A041252,B539450,C075223,Online,USD,REF-57118066,8.1,0.15,7.96,Cancelled
A191758,B770007,C336697,Marketplace,EUR,REF-47298677,6.34,0.04,6.25,Settled
A907145,B665616,C373529,Marketplace,USD,REF-35972520,17.78,0.57,17.25,Settled
A095729,B553827,C411571,B2B,PLN,REF-40776485,4.32,0.0,4.2700000000000005,Settled
A991801,B258552,C174175,B2B,EUR,REF-76932705,5.48,0.12,5.33,In Review
A582359,B517915,C141052,Subscription,EUR,REF-93289899,15.52,0.29,15.17,Pending
A709820,B664214,C991919,Subscription,EUR,REF-27146347,6.18,0.0,6.18,In Review
A855889,B224951,C846768,Retail,PLN,REF-64956322,2.74,0.4,2.33,In Review
A272710,B462003,C534884,Marketplace,SEK,REF-84141408,51.22,1.22,49.94,Cancelled
A406387,B589009,C361687,B2B,PLN,REF-40180102,2.81,0.0,2.8,Settled
A065928,B043603,C776616,Wholesale,USD,REF-43752634,6.32,0.0,6.31,Settled
A590128,B665597,C770891,B2B,EUR,REF-55256799,8.78,0.0,8.77,Settled
A282602,B044003,C297433,Online,GBP,REF-58651984,8.24,0.0,8.200000000000001,Settled
A671302,B435695,C352426,Marketplace,GBP,REF-91909407,5.71,0.19,5.44,Settled
A606103,B059378,C262718,Subscription,EUR,REF-05602063,5.74,0.0,5.68,Cancelled
A340800,B263539,C097234,B2B,GBP,REF-82178018,5.51,0.02,5.47,Pending
A286591,B415301,C492774,Wholesale,GBP,REF-21013842,2.72,0.23,2.56,Failed
A390070,B153822,C876618,Retail,SEK,REF-36600208,37.15,0.54,36.73,Pending
A743109,B819929,C777397,Marketplace,GBP,REF-43857461,5.58,0.25,5.33,Settled
A006718,B876518,C506116,Subscription,GBP,REF-50641065,10.72,0.02,10.71,Settled
A981401,B322283,C629811,Subscription,SEK,REF-73895930,5.09,0.0,4.97,Reversed
A450194,B561535,C902298,Online,EUR,REF-16704537,5.01,0.0,4.99,Settled
A213255,B628900,C479841,Subscription,USD,REF-97131616,4.62,0.16,4.48,Settled
A216371,B479954,C793522,Online,PLN,REF-83351843,1.93,0.0,1.91,Settled
A993145,B844854,C142985,Subscription,USD,REF-07254721,5.85,0.42,5.37,Pending
A561832,B872982,C641051,Subscription,SEK,REF-56190395,4.8,0.0,4.76,Settled
A499761,B559876,C496530,Wholesale,EUR,REF-93692531,16.98,0.46,16.59,Cancelled
A510527,B684616,C076031,Marketplace,EUR,REF-03646054,2.55,0.18,2.38,Settled
A417349,B923543,C640844,Marketplace,EUR,REF-30808238,4.19,0.08,4.16,Settled
A235231,B867699,C252609,B2B,EUR,REF-45942364,3.24,0.1,3.14,Settled
A197228,B306282,C064742,Retail,USD,REF-98270337,21.09,0.44,20.69,Settled
A122556,B934378,C348765,Retail,EUR,REF-55737700,3.32,0.46,2.79,Failed
A072062,B508911,C625314,B2B,EUR,REF-04468348,10.43,0.11,10.21,Pending
A654719,B937863,C130953,Retail,GBP,REF-63542711,14.45,0.04,14.35,Settled
A744725,B545017,C961053,Marketplace,USD,REF-50894129,5.92,0.02,5.86,Settled
A414517,B977910,C163213,Online,EUR,REF-59115143,2.21,0.0,2.18,Settled
A671517,B175133,C205732,Wholesale,EUR,REF-77753240,2.23,0.13,2.13,Pending
A369846,B779624,C088156,B2B,GBP,REF-09588569,13.23,0.26,12.96,Failed
A766595,B499456,C230054,B2B,EUR,REF-13245823,2.43,0.0,2.42,In Review
A821805,B139860,C170720,Subscription,GBP,REF-97376497,9.1,0.32,8.72,Settled
A216712,B652503,C444994,B2B,USD,REF-92621871,7.29,0.17,7.06,Settled
A639521,B548949,C945477,Subscription,GBP,REF-92475108,8.99,0.0,8.96,Settled
A747874,B099608,C718466,Wholesale,EUR,REF-26179723,9.7,0.16,9.51,Pending
A609009,B151469,C969878,Online,GBP,REF-33119926,3.15,0.08,3.07,Pending
A628596,B641689,C484869,Subscription,EUR,REF-46574100,3.05,0.25,2.82,Reversed
A194130,B964145,C035672,B2B,PLN,REF-00405105,11.78,0.25,11.61,Settled
A397343,B525286,C149134,Online,EUR,REF-86146975,4.02,0.19,3.83,Reversed
A045656,B381325,C302407,Retail,EUR,REF-17534755,1.0,0.0,0.99,Pending
A173006,B371155,C727619,Online,USD,REF-68427245,11.18,0.25,10.95,Settled
A589421,B730140,C178800,Subscription,EUR,REF-03254249,2.9,0.12,2.82,In Review
A664817,B381394,C530302,B2B,EUR,REF-13403202,9.67,0.08,9.63,Settled
A384718,B539246,C955480,B2B,EUR,REF-67969141,20.27,0.06,20.24,Settled
A909823,B855825,C767643,B2B,PLN,REF-05971709,6.74,0.1,6.6,Settled
A468298,B783366,C563165,Wholesale,USD,REF-14100715,14.75,0.09,14.72,Settled
A801408,B963337,C261791,Retail,EUR,REF-20511596,7.52,0.07,7.43,Settled
A411847,B728178,C339166,Wholesale,EUR,REF-47973785,23.68,0.33,23.37,Failed
A985122,B353664,C982972,Retail,USD,REF-21605270,2.84,0.0,2.83,Settled
A880930,B087273,C434918,B2B,USD,REF-18744334,6.61,0.0,6.590000000000001,Reversed
A151030,B458675,C160138,Wholesale,EUR,REF-18843781,11.4,0.24,11.17,Settled
A940453,B352629,C378714,Wholesale,EUR,REF-86694904,5.71,0.2,5.44,Settled
A647992,B482188,C965056,Subscription,USD,REF-81491786,16.72,0.59,16.23,In Review
A775066,B938164,C368948,Online,EUR,REF-29452043,4.71,0.01,4.68,Cancelled
A356204,B653581,C088224,B2B,NOK,REF-64628415,34.82,0.72,34.08,Settled
A085958,B157862,C765752,Marketplace,EUR,REF-69786842,36.33,0.74,35.53,Settled
A344115,B240818,C263060,Retail,EUR,REF-24724169,8.34,0.0,8.33,Settled
A203874,B176453,C581622,Retail,EUR,REF-58591116,10.35,0.21,10.09,Settled
A335342,B356560,C140703,B2B,USD,REF-05928816,17.26,0.64,16.66,Settled
A436616,B962686,C457070,Marketplace,EUR,REF-37547951,2.57,0.36,2.26,Settled
A661964,B139560,C824330,Online,EUR,REF-59908105,2.33,0.0,2.3,Settled
A222673,B712704,C099853,Wholesale,EUR,REF-75988496,18.17,0.62,17.52,Settled
A784308,B008100,C696099,Wholesale,EUR,REF-37207547,8.28,0.18,8.08,Settled
A144703,B106305,C038803,Online,EUR,REF-11442894,5.55,0.02,5.48,Settled
A552317,B187199,C509567,Retail,EUR,REF-70927199,6.71,0.0,6.71,Settled
A856900,B404744,C907821,Retail,USD,REF-71097634,1.0,0.07,0.95,Settled
A699557,B045099,C939072,Retail,EUR,REF-10155747,5.71,0.4,5.35,Settled
A462730,B046650,C313170,B2B,EUR,REF-17945243,3.64,0.1,3.5,Pending
A352429,B242324,C178075,Online,NOK,REF-27751434,13.86,0.0,13.85,Settled
A636706,B799158,C275877,Marketplace,USD,REF-08188881,14.74,0.41,14.28,Failed
A499228,B360272,C362771,Online,NOK,REF-78460276,10.55,0.11,10.48,In Review
A869935,B092848,C359009,Wholesale,EUR,REF-96793488,9.13,0.17,8.88,In Review
A161153,B064043,C009584,Wholesale,EUR,REF-84240367,2.01,0.16,1.93,Settled
A770832,B069279,C475543,Marketplace,EUR,REF-17202522,10.67,0.12,10.52,In Review
A053069,B960284,C421660,Wholesale,SEK,REF-26968556,11.0,0.0,11.0,Cancelled
A945352,B410185,C135912,B2B,SEK,REF-26474108,18.01,0.14,17.9,Settled
A454817,B134841,C051073,Marketplace,USD,REF-46117958,36.21,0.2,35.95,In Review
A009159,B147966,C097697,Marketplace,EUR,REF-01018340,1.72,0.0,1.71,In Review
A976252,B856251,C214417,Retail,USD,REF-22394456,4.87,0.0,4.85,Failed
A206314,B818834,C405401,B2B,PLN,REF-67697470,3.67,0.1,3.55,Pending
A922846,B714486,C195729,B2B,USD,REF-65917843,7.64,0.11,7.49,In Review
A729389,B524677,C934390,B2B,GBP,REF-75991262,6.72,0.27,6.53,Settled
A897201,B769118,C565524,Marketplace,USD,REF-42291614,5.52,0.2,5.25,Failed
A626967,B494444,C762049,Marketplace,EUR,REF-02064374,15.13,0.15,15.01,Cancelled
A364477,B222119,C289096,Marketplace,GBP,REF-97895866,2.76,0.0,2.72,Settled
A475021,B420758,C317872,B2B,EUR,REF-51709418,2.89,0.03,2.89,Settled
A749855,B939038,C082031,Wholesale,PLN,REF-91168028,2.93,0.0,2.9200000000000004,Settled
A461561,B382679,C400917,Marketplace,EUR,REF-84807701,4.99,0.0,4.95,In Review
A936511,B230182,C670081,B2B,USD,REF-12278901,2.49,0.35,2.15,Failed
A549427,B615815,C189978,Wholesale,EUR,REF-78716830,6.4,0.19,6.19,Settled
A060630,B021979,C166855,Subscription,EUR,REF-64761497,5.83,0.0,5.79,Settled
A071615,B512478,C149090,Wholesale,GBP,REF-80387902,3.55,0.0,3.53,Pending
A446020,B154248,C228015,Marketplace,GBP,REF-70390140,13.38,0.05,13.38,Settled
A030438,B011756,C008556,Subscription,SEK,REF-06818567,6.34,0.0,6.32,In Review
A372065,B350335,C555288,Subscription,USD,REF-10450320,15.56,0.1,15.55,Settled
A262437,B708246,C209485,Wholesale,EUR,REF-28298104,5.69,0.0,5.58,Pending
A842702,B080532,C977450,Retail,EUR,REF-20405241,6.52,0.0,6.52,In Review
A879736,B088928,C819562,Online,EUR,REF-52110538,4.24,0.0,4.24,Failed
A578009,B811630,C822357,Online,EUR,REF-99222858,6.61,0.09,6.52,Settled
A801396,B917539,C484205,Marketplace,EUR,REF-51083568,11.76,0.26,11.51,Settled
A998190,B560550,C817137,Marketplace,EUR,REF-33813619,4.79,0.11,4.68,Cancelled
A945190,B466391,C523409,Subscription,NOK,REF-75755094,10.07,0.51,9.57,In Review
A056504,B926661,C653884,B2B,EUR,REF-48593583,3.47,0.0,3.4600000000000004,Settled
A439651,B258583,C911650,Marketplace,GBP,REF-91968337,12.21,0.0,12.200000000000001,Settled
A312884,B587456,C297231,B2B,USD,REF-43302492,4.18,0.0,4.04,Failed
A251540,B060107,C550910,Online,USD,REF-71675650,13.15,0.0,13.14,Settled
A553229,B063574,C588461,Wholesale,USD,REF-08138172,6.98,0.0,6.970000000000001,Settled
A055137,B361463,C936432,Wholesale,SEK,REF-48165893,22.46,0.26,22.11,Settled
A219486,B536337,C797919,Wholesale,USD,REF-43041172,2.64,0.02,2.63,Reversed
A201899,B003906,C164530,Wholesale,EUR,REF-59044356,2.04,0.18,1.93,Settled
A968313,B078618,C179291,B2B,EUR,REF-76735823,4.06,0.31,3.8,Settled
A917023,B136109,C103701,Marketplace,PLN,REF-00379063,2.2,0.0,2.1900000000000004,In Review
A693773,B938796,C955654,Wholesale,USD,REF-30512406,2.2,0.0,2.1900000000000004,Settled
A436175,B261069,C627123,Online,GBP,REF-45066430,10.94,0.28,10.56,Reversed
A607009,B656531,C811677,Marketplace,EUR,REF-64838014,6.63,0.13,6.56,Settled
